details,date,city,state,country,shape,summary,report_date,posted_date,image,,,,,,
https://nuforc.org/sighting/?id=170991,4/10/22 1:57,Weirton,WV,USA,,MADAR Node 192 Interesting spikes at time of Clarksburg sighting,8/8/22,9/9/22,,,,,,,
https://nuforc.org/sighting/?id=168512,4/10/22 0:00,Bellingham,WA,USA,Light,Green light,6/5/22,6/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=168678,4/9/22 23:59,Austin,TX,USA,Triangle,Triangle being chased by helicopter,6/17/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=175642,4/9/22 23:30,Pensacola,FL,USA,Triangle,"a rounded triangle hovering above, it had alternating blue and white bright lights in rings",5/4/23,5/19/23,,,,,,,
https://nuforc.org/sighting/?id=167478,4/9/22 23:16,Summerville,SC,USA,Circle,Was driving late at night on highway and saw a a ufo appear to crash but no explosion afterwards.,4/15/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167430,4/9/22 22:26,Annapolis,NS,Canada,Other,Changing form and moving all directions then disappeared more vid if needed other than what I submitted,4/9/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167668,4/9/22 22:02,Sanford,FL,USA,,MADAR Node 91,4/29/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167429,4/9/22 20:55,Reno,NV,USA,Light,2 bright lights hovered in place above the city.,4/9/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167434,4/9/22 20:30,Gravesend,Kent,United Kingdom,Light,Fast Moving light in the shape and size of a star,4/9/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167414,4/9/22 20:19,Coachella,CA,USA,Circle,Two circular objects moving irregularly with trails,4/10/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=172121,4/9/22 20:14,Visalia,CA,USA,Disk,Brown/Black Disk shaped UFO flying low with bright orange light,10/1/22,10/8/22,,,,,,,
https://nuforc.org/sighting/?id=167444,4/9/22 19:57,Kansas city,MO,USA,Circle,I was laying in my hot tub with the machine off looking up and I could look up in the sky and see around sphere,4/12/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167425,4/9/22 19:46,Liverpool,Liverpool,United Kingdom,Cigar,Flew overhead leaving a trail; then stopped at a fair distance away and stayed stationary in the air,4/10/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=172891,4/9/22 18:00,São José dos Campos,São Paulo,Brazil,Circle,A point of light passing by the moon,11/10/22,12/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167672,4/9/22 17:40,Los Altos,CA,USA,,MADAR Node 52,4/29/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167441,4/9/22 14:00,New Plymouth,,New Zealand,Circle,A white ball looked like a balloon but was going against the wind,4/8/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167428,4/9/22 11:57,Austin,TX,USA,Triangle,Just now - heard helicopter over my apartment - looked out to see Triangle craft - being followed by police chopper,4/9/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=170786,4/9/22 6:05,Los Angeles,CA,USA,Circle,ENORMOUS CIRCULAR OBJECT SETTING INTO THE WESTERN HORIZON ABOUT 20 TIMES BIGGER THAN THE FULL MOON,7/28/22,9/9/22,,,,,,,
https://nuforc.org/sighting/?id=167442,4/8/22 21:47,Sanford,ME,USA,Formation,Saw the entire ufo tilt to the right and move further towards Lebanon,4/8/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167435,4/8/22 21:03,Powell,OH,USA,Disk,Saw what we thought was an airplane off in the distance.,4/9/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167439,4/8/22 21:00,Cuba,NM,USA,Sphere,Like Steve glowing Celtic Cuba for 20 minutes then vanished no sound no nothing,4/8/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167416,4/8/22 20:00,Paris,IL,USA,,Neighbor tells me for 2 months to look at sky when I finally do I saw that a plane wasnt a plane. now see them nightly,4/10/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167393,4/8/22 19:10,Fort Lauderdale,FL,USA,Circle,Bright circle sitting right beneath the moon.,4/7/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167380,4/8/22 11:17,Orlando,FL,USA,Diamond,Multi sided black reflective object flying across day sky rotating.,4/8/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167440,4/8/22 9:00,California,MO,USA,Star,"Sat looking at stars w/ family. Our hobby. On and off star like craft moved across the sky, laser in front of them they go higher",4/8/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167634,4/8/22 5:39,Jonesboro,AR,USA,,MADAR Node 143,4/28/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167471,4/8/22 3:35,Landers,CA,USA,Diamond,Around 3-4am noticed a bright light hovering low on the horizon. Hovered for a few hours before disappearing.,4/14/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167385,4/7/22 22:30,Stockton,CA,USA,Sphere,Random,4/7/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167420,4/7/22 21:49,,,Mexico,Light,One solid light and one blinking light moving separately very erratically.,4/10/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167499,4/7/22 19:05,Stow,OH,USA,Unknown,Saw something in one of two pictures I took seconds apart,4/17/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167386,4/7/22 14:12,dallas,GA,USA,Sphere,"daytime 2:12 pm, large areas of clear blue sky with some clouds",4/7/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167461,4/7/22 14:03,Dallas,TX,USA,Disk,Managed to snap two quick pics looking east at approx 45 degrees,4/14/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167443,4/7/22 7:45,Mat-Su Valley Area,AK,USA,Sphere,Falling Thing Over Mat-Su Valley Area,4/8/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167636,4/7/22 6:53,Indianapolis,IN,USA,,MADAR Node 21,4/28/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167635,4/7/22 6:34,Pine City,NY,USA,,MADAR Node 82,4/28/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167391,4/6/22 23:15,Fall River,MA,USA,Circle,"I observed two white lights above the highway, out of the ordinary in terms of size and distance apart.",4/7/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167398,4/6/22 20:46,Macomb,MI,USA,Oval,The the green object appeared on phone photos,4/6/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167633,4/6/22 9:16,Manchester,CT,USA,,MADAR Node 151,4/28/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=168170,4/6/22 5:47,Daly City,CA,USA,Star,It pulsates and spins in a circle emitting a soundwave,5/23/22,6/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167639,4/6/22 5:00,Williamsto,KY,USA,Other,My friend lives in the country part of Williamstown and one morning she was walking her dog around 5:00 a.m. and she saw this light in,4/28/22,5/31/22,Y,,,,,,
https://nuforc.org/sighting/?id=167400,4/5/22 23:15,Glenside,PA,USA,Disk,White small moving disc with vertical glow around it,4/6/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167387,4/5/22 22:27,Hayden,ID,USA,Triangle,Huge triangle shaped with one white light at each corner at about 25k feet above me fly by,4/7/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167382,4/5/22 21:15,Lakewood,CO,USA,Other,Photograph,4/8/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167465,4/5/22 20:30,Holdingford,MN,USA,Star,UFO and separate UFO light,4/13/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167396,4/5/22 19:55,Bellingham,WA,USA,Teardrop,A UAP- flying object that looks like a white color teardrop with a trail when moving fast. And no trail at some points of it's maneuver,4/6/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167403,4/5/22 19:53,Whitefield,OK,USA,Fireball,"We watched this from Stigler, Oklahoma to Whitefield, Oklahoma the end of the video was at 7:58pm",4/5/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167631,4/5/22 18:00,Buffalo,NY,USA,,MADAR Node 163,4/28/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167637,4/5/22 16:02,Indianapolis,IN,USA,,MADAR Node 21,4/28/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167431,4/5/22 8:15,Harrisburg,PA,USA,Other,Around 8:15am I was home and looked out my window where I saw an object pretty high in the sky that seemed foreign after observation.,4/9/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167632,4/5/22 6:47,Woodbine,GA,USA,,MADAR Node 154,4/28/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167374,4/4/22 21:25,Ballston Spa,NY,USA,Star,pulsating yellow/white/orange light quickly changing directions,4/4/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=179129,4/4/22 20:00,,MO,USA,Circle,A passenger plane diverted at Rosecrans airport in St Joseph Mo.had to return to KCI due to system failures.,10/27/23,10/28/23,Y,,,,,,
https://nuforc.org/sighting/?id=167432,4/4/22 18:15,Folsom,CA,USA,Cigar,I was flying over Folsom from Sacramento to Vegas and saw a pill shaped dark grey object suspended in the air that did not move.,4/9/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167377,4/4/22 14:28,Sacramento,CA,USA,Egg,UFO,4/4/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167371,4/4/22 9:31,Alexandria,Alexandria Governorate,Egypt,Disk,UFO caught on mobile camera,4/5/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167390,4/4/22 6:30,The Villages,FL,USA,Circle,"We see Venus recently every morning but for two mornings there were 2 non-moving lights, slightly above and to the right of Venus.",4/7/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=177294,4/4/22 6:29,The Villages,FL,USA,Orb,"Two bright, stationary, horizontal lights, Two dim fuzzy similar additional stationary lights above and right of original bright lights",8/4/23,9/10/23,Y,,,,,,
https://nuforc.org/sighting/?id=176833,4/4/22 6:29,The Villages,FL,USA,Orb,"Morning walk, 6:29am looked SE and up about 30 degrees to view 2 bright orbs and 2 fuzzy orbs, stationary in the morning sky.",7/18/23,7/29/23,Y,,,,,,
https://nuforc.org/sighting/?id=177606,4/4/22 6:29,The Villages,FL,USA,Orb,"Morning walk, 6:29am looked SE and up about 30 degrees to view 2 bright orbs and 2 fuzzy orbs, stationary in the morning sky.",7/18/23,9/10/23,Y,,,,,,
https://nuforc.org/sighting/?id=167826,4/4/22 6:10,Furlong,PA,USA,,MADAR Node 38,5/12/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167367,4/4/22 2:01,Big Cedar,OK,USA,Circle,Medium craft about 1000 ft above mountain top,4/4/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167368,4/4/22 1:13,Cornwall,ON,Canada,Light,"Inside the tree In my backyardThere was light and an creature with white eyes I have it on film,",4/3/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=168681,4/4/22 1:13,Peterborough,ON,Canada,Rectangle,"Large Low flying Ship, center hole glowed Blue, had wings about 35 degrees back from just past front cockpit area. Cargo area past wing",6/16/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=167369,4/3/22 21:21,Sevierville,TN,USA,Light,Was not a plane. Viewed through Binoculars. No nav lights only steady orange light,4/3/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167370,4/3/22 21:20,Garner,NC,USA,Triangle,"My wife and I were on our porch looking at stars. Saw craft heading northward. no sound. 3 lights, non blinking. Faded away quickly.",4/3/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167361,4/3/22 14:00,Waco,TX,USA,Triangle,Triangular UFO,4/3/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167384,4/3/22 8:23,Nampa,ID,USA,Circle,3 round silver objects formed a triangle,4/7/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167372,4/2/22 23:30,Sellersville,PA,USA,Orb,Bright orb steady movement east to west,4/5/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167515,4/2/22 23:00,Ijamsville,MD,USA,Changing,bright circular in shape inlarging to maybe 5 times the size spinning counter clockwise.,4/16/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167362,4/2/22 22:45,Babb,MT,USA,Light,"3 lights coverage into a triangle, spin and disappear",4/3/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167351,4/2/22 22:35,Tewksbury,MA,USA,Circle,"Bright light in the sky, suddenly took off.",4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167359,4/2/22 22:04,Lebanon,OR,USA,Circle,Bright circular moving objects following each other appearing in one area moving then disappearing.,4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167350,4/2/22 22:00,Tikhoretsk,Krasnodar Krai,Russia,Other,"They were about 10-15 lights. Shape of L or something like this. Separated little lights. Moved fast, no sound, high",4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=168266,4/2/22 21:51,Union,OR,USA,Formation,I noticed five objects in the north sky all of them same distance and moving f the same speed,5/18/22,6/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167630,4/2/22 21:15,Weirton,VA,USA,,MADAR Node 192,4/28/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167756,4/2/22 21:00,Johannesburg,Gauteng,South Africa,Chevron,Silent Black delta with approximately 9 lights,5/6/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167353,4/2/22 21:00,caracas,Miranda,Venezuela,Formation,for some reason I sensed the passing of the objects but I never imagined seeing so many together,4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167360,4/2/22 21:00,Cheyenne,WY,USA,Changing,Low flyover of close grouped lights,4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167381,4/2/22 20:34,cmch,NJ,USA,Circle,ORB accelerates towards the ocean,4/8/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167401,4/2/22 20:30,Tumwater,WA,USA,Triangle,Two triangle shaped craft silently hovered over,4/6/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167339,4/2/22 19:50,Jhabua,Madhya Pradesh,India,Disk,from local market of jiran,4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167524,4/2/22 17:44,Lawrenceville,GA,USA,,MADAR Node 92,4/20/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=171503,4/2/22 15:00,Jackson,MI,USA,Oval,Over a house with a funnel going down to the house,8/31/22,9/9/22,,,,,,,
https://nuforc.org/sighting/?id=167354,4/2/22 8:12,Edgemoor,DE,USA,Unknown,"Not visible object moving fast in sky creating a super long, thick contrail.",4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167358,4/2/22 6:39,Sherrills Ford,NC,USA,Circle,3 then 4 stars in a configuration hovering above tresss,4/2/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167337,4/2/22 2:31,salem,OR,USA,Light,A cat set of my security camera so I was checking it out when I saw a light that was following the cat.,4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167526,4/2/22 1:03,Youngstown,OH,USA,,MADAR Node 73,4/20/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167345,4/2/22 0:16,Kingsport,TN,USA,Triangle,Walked outside to my back porch and immediately saw a dark triangle shape craft moving totally silent from E to W with dimmed lights.,4/1/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167344,4/1/22 22:46,Mesa,AZ,USA,Triangle,Triangular shaped aircraft without identification lights and completely silent moving against the local flight pattern across the sky.,4/1/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167341,4/1/22 22:25,Barrie,ON,Canada,Diamond,Saw it hovering in place and then started to move once we noticed it then we saw a hexagon-like shape with a lot of lights and disappea,4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167346,4/1/22 22:00,Danvers,MA,USA,Light,"Three erratically moving, but stationary multicolored lights in the night sky in different locations",4/1/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=168477,4/1/22 21:58,Deltona,FL,USA,Triangle,Three lights forming triangle shape hovering completely still then shot off,6/7/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=173647,4/1/22 21:55,Kansas City,MO,USA,Rectangle,"Black rectangular craft with white, green and red lights on sides",12/31/22,3/6/23,,,,,,,
https://nuforc.org/sighting/?id=167402,4/1/22 20:53,Near Cortez,CO,USA,Light,"Extremely bright light, brighter than all other stars on a very clear, dark night. No noise, slow-ish moving, ""turned"" and faded off.",4/6/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167328,4/1/22 20:00,Pimpri-Chinchwad,Maharashtra,India,Formation,4 yellow lights followed by single red light just behind (stable lights),4/1/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167392,4/1/22 20:00,Pimpri-Chinchwad,Maharashtra,India,Formation,Formation on 5 lights,4/7/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167481,4/1/22 16:51,Lumberton,MS,USA,Changing,I am seeing UFO and recently caught an alien on my porch.,4/19/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=168376,4/1/22 16:00,Newry,Ulster,Ireland,Cigar,Whole bottom of what looked like a pale coloured cigar really really low in the sky,5/15/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=167521,4/1/22 15:53,Weirton,WV,USA,,MADAR Node 192,4/20/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167348,4/1/22 13:45,Georgetown,SC,USA,Egg,"Brownish, bronze colored round or egg shaped UFO passed by. Silent and no change of course.",4/1/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167343,4/1/22 10:41,,CA,USA,Cross,Noticed a flashing stationary red light over glass mountain. The object move west. Hovered and made loud jet noise.,4/1/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167515,4/2/22 23:00,Ijamsville,MD,USA,Changing,bright circular in shape inlarging to maybe 5 times the size spinning counter clockwise.,4/16/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167362,4/2/22 22:45,Babb,MT,USA,Light,"3 lights coverage into a triangle, spin and disappear",4/3/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167351,4/2/22 22:35,Tewksbury,MA,USA,Circle,"Bright light in the sky, suddenly took off.",4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167359,4/2/22 22:04,Lebanon,OR,USA,Circle,Bright circular moving objects following each other appearing in one area moving then disappearing.,4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167350,4/2/22 22:00,Tikhoretsk,Krasnodar Krai,Russia,Other,"They were about 10-15 lights. Shape of L or something like this. Separated little lights. Moved fast, no sound, high",4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=168266,4/2/22 21:51,Union,OR,USA,Formation,I noticed five objects in the north sky all of them same distance and moving f the same speed,5/18/22,6/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167630,4/2/22 21:15,Weirton,VA,USA,,MADAR Node 192,4/28/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167756,4/2/22 21:00,Johannesburg,Gauteng,South Africa,Chevron,Silent Black delta with approximately 9 lights,5/6/22,5/31/22,,,,,,,
https://nuforc.org/sighting/?id=167353,4/2/22 21:00,caracas,Miranda,Venezuela,Formation,for some reason I sensed the passing of the objects but I never imagined seeing so many together,4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167360,4/2/22 21:00,Cheyenne,WY,USA,Changing,Low flyover of close grouped lights,4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167381,4/2/22 20:34,cmch,NJ,USA,Circle,ORB accelerates towards the ocean,4/8/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167401,4/2/22 20:30,Tumwater,WA,USA,Triangle,Two triangle shaped craft silently hovered over,4/6/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167339,4/2/22 19:50,Jhabua,Madhya Pradesh,India,Disk,from local market of jiran,4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167524,4/2/22 17:44,Lawrenceville,GA,USA,,MADAR Node 92,4/20/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=171503,4/2/22 15:00,Jackson,MI,USA,Oval,Over a house with a funnel going down to the house,8/31/22,9/9/22,,,,,,,
https://nuforc.org/sighting/?id=167354,4/2/22 8:12,Edgemoor,DE,USA,Unknown,"Not visible object moving fast in sky creating a super long, thick contrail.",4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167358,4/2/22 6:39,Sherrills Ford,NC,USA,Circle,3 then 4 stars in a configuration hovering above tresss,4/2/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167337,4/2/22 2:31,salem,OR,USA,Light,A cat set of my security camera so I was checking it out when I saw a light that was following the cat.,4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167526,4/2/22 1:03,Youngstown,OH,USA,,MADAR Node 73,4/20/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167345,4/2/22 0:16,Kingsport,TN,USA,Triangle,Walked outside to my back porch and immediately saw a dark triangle shape craft moving totally silent from E to W with dimmed lights.,4/1/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167344,4/1/22 22:46,Mesa,AZ,USA,Triangle,Triangular shaped aircraft without identification lights and completely silent moving against the local flight pattern across the sky.,4/1/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167341,4/1/22 22:25,Barrie,ON,Canada,Diamond,Saw it hovering in place and then started to move once we noticed it then we saw a hexagon-like shape with a lot of lights and disappea,4/2/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167346,4/1/22 22:00,Danvers,MA,USA,Light,"Three erratically moving, but stationary multicolored lights in the night sky in different locations",4/1/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=168477,4/1/22 21:58,Deltona,FL,USA,Triangle,Three lights forming triangle shape hovering completely still then shot off,6/7/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=173647,4/1/22 21:55,Kansas City,MO,USA,Rectangle,"Black rectangular craft with white, green and red lights on sides",12/31/22,3/6/23,,,,,,,
https://nuforc.org/sighting/?id=167402,4/1/22 20:53,Near Cortez,CO,USA,Light,"Extremely bright light, brighter than all other stars on a very clear, dark night. No noise, slow-ish moving, ""turned"" and faded off.",4/6/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167328,4/1/22 20:00,Pimpri-Chinchwad,Maharashtra,India,Formation,4 yellow lights followed by single red light just behind (stable lights),4/1/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167392,4/1/22 20:00,Pimpri-Chinchwad,Maharashtra,India,Formation,Formation on 5 lights,4/7/22,4/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167481,4/1/22 16:51,Lumberton,MS,USA,Changing,I am seeing UFO and recently caught an alien on my porch.,4/19/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=168376,4/1/22 16:00,Newry,Ulster,Ireland,Cigar,Whole bottom of what looked like a pale coloured cigar really really low in the sky,5/15/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=167521,4/1/22 15:53,Weirton,WV,USA,,MADAR Node 192,4/20/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167348,4/1/22 13:45,Georgetown,SC,USA,Egg,"Brownish, bronze colored round or egg shaped UFO passed by. Silent and no change of course.",4/1/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=167343,4/1/22 10:41,,CA,USA,Cross,Noticed a flashing stationary red light over glass mountain. The object move west. Hovered and made loud jet noise.,4/1/22,4/22/22,,,,,,,
https://nuforc.org/sighting/?id=168438,5/31/22 23:28,Old Fort,TN,USA,Light,"Light that appeared similar to another star, traveling exactly like a LEO satellite. Stopped, pinballed, and shot off out of sight.",6/1/22,6/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=168451,5/31/22 23:00,Long Beach,CA,USA,Fireball,Large Hovering Fireball,5/31/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=168520,5/31/22 22:34,Lake Hopatcong,NJ,USA,Light,Red light gets sucked into white light,6/5/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=168496,5/31/22 22:24,Lake Hopatcong,NJ,USA,Light,Red light gets sucked into white crack opening in sky,6/6/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=178452,5/31/22 22:14,Berea,OH,USA,Changing,Object comes into view and it trying to stay low behind trees.,9/24/23,10/28/23,Y,,,,,,
https://nuforc.org/sighting/?id=176181,5/31/22 22:06,Buffalo,NY,USA,Oval,Left my boyfriend’s house and walking down his back deck I looked up at the sky. I saw the most strange oval tic moving chaotically,6/10/23,7/10/23,Y,,,,,,
https://nuforc.org/sighting/?id=168452,5/31/22 22:00,Medina,OH,USA,Star,looked like A very very bright Venus in the northern sky,5/31/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=168521,5/31/22 21:59,Boise,ID,USA,Sphere,I have 3 pictures I took,6/5/22,6/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=172233,5/31/22 20:30,Saint Paul,MN,USA,Rectangle,Outside of my apartment hovering close by was a square shaped object floating it didn't make any sound at all.,10/8/22,12/22/22,,,,,,,
https://nuforc.org/sighting/?id=168717,5/31/22 20:20,Ajax,ON,Canada,,MADAR Node 41,6/18/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=172832,5/31/22 19:48,Chino,CA,USA,Triangle,Low flying triangle over the trees and completely silent.,11/6/22,12/22/22,,,,,,,
https://nuforc.org/sighting/?id=175896,5/31/22 19:42,Panama City Beach,FL,USA,Triangle,Bright Triangle sunlit in appearance was visible until tree line blocked view.,5/24/23,7/10/23,Y,,,,,,
https://nuforc.org/sighting/?id=168445,5/31/22 11:45,Delmar,NY,USA,Light,Pink Flash of Light,6/1/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=170423,5/31/22 9:20,,-,USA,Unknown,"As passenger on plane, cruising altitude, daylight, saw 3 bright lights,(headlights, oncoming) in triangle pattern, approach plane",7/13/22,9/9/22,Y,,,,,,
https://nuforc.org/sighting/?id=177631,5/31/22 8:47,Cocoa,FL,USA,Cigar,Caught it on camera,8/15/23,9/10/23,Y,,,,,,
https://nuforc.org/sighting/?id=167880,5/31/22 5:00,Greenwood,IN,USA,Circle,I took my dogs out just before 5am this morning and saw a flashing light to the west. The object was not moving and high in the sky.,5/31/22,6/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167959,5/31/22 3:23,Tinley Park,IL,USA,Fireball,"Appeared over the same area as Tinley park lights but looked different, this looked bigger and was more the color of a star",5/31/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=168431,5/31/22 2:00,Edgewood,MD,USA,Oval,Near military base. we saw a bright green object abt 1000 ft above us.,6/2/22,6/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=167961,5/31/22 1:38,Everett,PA,USA,Cigar,I saw a green flashing light heading east. It made an 90 degree turn to the north traveling. Then make.another 90° turn to.the west,5/30/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=167963,5/31/22 1:11,MIDDLEBURG FL,FL,USA,Chevron,SORT OF DRIFTING,5/30/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=167960,5/30/22 22:31,Menifee,CA,USA,Triangle,Orange/red Triangle object,5/30/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=168596,5/30/22 22:15,Antelope,CA,USA,Triangle,Silent object without lights similar to the “triforce” travelled south to north in the sky.,6/10/22,6/22/22,,,,,,,
