details,date,city,state,country,shape,summary,report_date,posted_date,image,,,,,,
https://nuforc.org/sighting/?id=172431,4/3/21 5:58,Lake Charles,LA,USA,Light,Floating red light,10/22/22,12/22/22,,,,,,,
https://nuforc.org/sighting/?id=162756,4/3/21 5:43,Pine City,NY,USA,,MADAR Node 82,4/19/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162633,4/3/21 5:30,Winnipeg (Canada),MB,Canada,Sphere,Pulsating sphere interaction with a moving object,4/3/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162994,4/3/21 0:00,Tioga,PA,USA,Orb,Noticed it a month ago. And every night since. Yellow glowing orbs rising from the damn. Our town I's built in the shadow of this damn.,5/5/21,5/20/21,,,,,,,
https://nuforc.org/sighting/?id=162695,4/2/21 22:00,Clarkston,MI,USA,Formation,Two instances of a formation of three lights moving rapidly across the sky,4/13/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162613,4/2/21 21:00,Doylestown,PA,USA,,((NUFORC Note: Witness provides no information about sighting; elects to remain totally anonymous. PD)),4/3/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162634,4/2/21 21:00,Arlington,WA,USA,Light,"We saw a huge, green light flash, then move across the sky and dissapear. It was very different than a shoiting star or slow moving sa",4/2/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162636,4/2/21 21:00,Nashville,TN,USA,,Moving object vanishes as airplane approaches,4/2/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162635,4/2/21 20:38,Shoreline,WA,USA,Fireball,Greenish fireball streaking through sky at high velocity,4/2/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=163448,4/2/21 20:35,Lakewood,WA,USA,Changing,green ship like object as well as what appeared to be triangle aircraftS,5/25/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=162637,4/2/21 20:10,Oxford,PA,USA,Oval,Red flying object,4/2/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162759,4/2/21 6:57,Whately,MA,USA,,MADAR Node 67,4/19/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=164730,4/2/21 2:00,Auburn,MA,USA,Triangle,"Bright, fiery orange orb changing to white, green, different shapes and formations. Hovering just above garage and weaving in and out t",9/27/21,10/19/21,,,,,,,
https://nuforc.org/sighting/?id=162614,4/1/21 22:00,Salt Lake City,UT,USA,Circle,"Unusually bright object in West sky.Stationary, it appeared to have some type of light occasionally coming from top. Also had red, blu",4/3/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=163283,4/1/21 22:00,Watsonville,CA,USA,Other,Moon rose in two different spots,5/19/21,5/20/21,,,,,,,
https://nuforc.org/sighting/?id=162639,4/1/21 20:41,Salem,OR,USA,Oval,"UFO moving very slowly above neighborhood, paused nearby above house, moved fast away after, saw two entities in aircraft",4/1/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162609,4/1/21 18:37,Boardman,OR,USA,Triangle,Wormhole event filmed from Boardman OR,4/4/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162642,4/1/21 15:30,,PA,USA,Circle,I saw a super bright light while digging field drains.,4/1/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=163270,4/1/21 14:00,Watsonville,CA,USA,Cylinder,Saw airplane fly into space midday,5/19/21,5/20/21,,,,,,,
https://nuforc.org/sighting/?id=162645,4/1/21 2:00,Louisville,KY,USA,Circle,So this ships showed up a couple weeks ago. basically theres 3 i can point out every night now cause they go to same general area when,4/1/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162649,4/10/21 21:00,Tumwater,WA,USA,Circle,"Ball of light moved at high speed, down and then went straight up into the sky",4/11/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162709,4/10/21 21:00,Zephyr Hills,FL,USA,Sphere,Object at first was a blue star flashing that caught my attention. So I heald my camera up and took pics. After I zoomed in on my pics,4/16/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162722,4/10/21 21:00,Fairfax,VT,USA,Flash,Five red flashing lights in the sky in a configuration over NW Vermont.,4/15/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162653,4/10/21 20:10,Bakersfield,CA,USA,Sphere,"Floating orange lights that showed up, moved across the sky and disappeared within 3 minutes.",4/10/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162683,4/10/21 20:09,Santa Margarita,CA,USA,Disk,A bright disk that was unmoving.,4/12/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162596,4/10/21 19:00,Merseyside (UK/England),,United Kingdom,Oval,"Mixed silver oval shape, sunlit reflexion centre right hits small cloud cover at speed and doesn't appear again!",4/10/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=176098,4/10/21 18:00,,,India,Fireball,When I saw it its falling from the sky and it was a huge ball of fire and after a 10 seconds it disapear and was never seen again,6/6/23,7/10/23,,,,,,,
https://nuforc.org/sighting/?id=162768,4/10/21 16:28,Spokane,WA,USA,,MADAR Node 37,4/19/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162652,4/10/21 2:00,Moore,TX,USA,Cigar,Thousands of different orbs in night sky to ground followed by object entering atmosphere & turning away as it slowed.2AM,4/10/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162682,4/10/21 2:00,Moore,TX,USA,Cigar,Hundreds of orbs then a UFO/METEOR TO BOOT!,4/12/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162725,4/10/21 0:00,Portland,OR,USA,Fireball,I happened to look up in the sky over Rocky Butte claim it for like 10 seconds eyeglass up there and there was coming down at the sky l,4/14/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162598,4/9/21 23:00,Saint Leonard,MD,USA,Sphere,Red/orange spheres flying across the sky and I have video,4/10/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=174998,4/9/21 22:25,Woodstock,NH,USA,Disk,Blinking lights in the sky on normal route home and 4 hours of missing time,3/14/23,4/9/23,,,,,,,
https://nuforc.org/sighting/?id=164038,4/9/21 21:59,Dayton,OH,USA,Fireball,About 20 fireballs seemed to rise from ground in groups of 3-4 rising slow to the west. Then going east after the fire glow stops.,7/9/21,8/16/21,,,,,,,
https://nuforc.org/sighting/?id=162671,4/9/21 21:00,Cayucos,CA,USA,Light,"I was sitting at the pier on the beach having a bonfire. There was a group of 6 of us, the 2 of us that were sitting at the fire both s",4/11/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162703,4/9/21 20:45,Vacaville,CA,USA,Formation,I saw 5-7 orange/red lights in a V shaped formation fly directly over my head. ((Possibly Starlink satellites??)),4/13/21,5/20/21,,,,,,,
https://nuforc.org/sighting/?id=162693,4/9/21 20:30,Nyack,NY,USA,Fireball,((NUFORC Note: Witness provides no details about sighting. PD)),4/12/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162687,4/9/21 20:00,Ewing,KY,USA,Other,Ambulance or UFO,4/12/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162766,4/9/21 6:04,Santa Barbara,CA,USA,,MADAR Node 57,4/19/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162549,4/9/21 1:00,Dingman Township,PA,USA,Light,I think I saw a UFO.,4/9/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162557,4/8/21 22:00,Bordentown,NJ,USA,Cigar,Multiple flying objects at different heights but in same general area. Some move throughout the sky but others seem to stay stationary,4/8/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162556,4/8/21 21:18,Fresno,TX,USA,Light,We were sitting outside in our backyard talking when the UFO appeared out of nowhere in the sky. It was ascending upwards. The UFO itse,4/8/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162559,4/8/21 20:53,Rochester,NY,USA,Circle,"Observed silent orange, round object cross the starlit sky. Upon observation, I alerted my sister to record with her cell phone. Ther",4/8/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162554,4/8/21 20:30,Buffalo,NY,USA,Orb,"Circular light moving and rotating, blinking lights along side of it",4/9/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=164665,4/8/21 20:00,Rhome,TX,USA,Rectangle,"It was a huge craft that flew directly over my house, and flew in complete silence.",9/16/21,10/19/21,,,,,,,
https://nuforc.org/sighting/?id=162561,4/8/21 8:35,Evans,GA,USA,Cylinder,It looked like a long plane,4/8/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162562,4/8/21 0:30,Ellington/Somers,CT,USA,Light,"Intensely bright white light steadily hovering in place–no other lights. Checked against tree to be sure not moving, it was not. Watch",4/8/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162547,4/8/21 0:15,Cape Elizabeth,ME,USA,Formation,"5 white orbs seen moving south, spread out+ erratic movement.",4/9/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162553,4/8/21 0:00,Fort Lauderdale,FL,USA,Circle,"Silent, low-flying circular aircraft with green beams of light directed at two different people minutes apart, from different angles.",4/9/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162568,4/7/21 21:20,Crum Lynne,PA,USA,Formation,"12 nickle size yellow,orange, white lights by US 13 in Delaware county Pa",4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162566,4/7/21 21:18,Girard,OH,USA,Light,Unexplainable Bright Light,4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162563,4/7/21 21:08,Midland,TX,USA,,Lighted train flies across night sky. ((Starlink satellites??)),4/8/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162567,4/7/21 21:03,Scotland,TX,USA,Formation,Multiple lights ( 13 -16 ) in formation traveling in a parallel formation north to South . ((Starlink satellites)),4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162565,4/7/21 21:02,Amarillo,TX,USA,Other,A very long string of white lights appearing to be of the same enormous object configured in a line. ((Starlink satellites??)),4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162572,4/7/21 21:02,Nicoma Park,OK,USA,Formation,UFO seen in Oklahoma. ((Starlink satellites??)),4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162576,4/7/21 21:00,Richardson,TX,USA,Cylinder,Strange lights in cylindrical formation flying above and low then disappeared,4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=165586,4/7/21 21:00,Yucca,AZ,USA,Other,Flying string ray shaped object over my car about 5 to 6 feet above my passenger windshield as if they were looking over me.,11/28/21,12/19/21,,,,,,,
https://nuforc.org/sighting/?id=163086,4/7/21 20:58,Littleton,CO,USA,Light,A fleet of lights that flew across sky. You could see them speed up to another and was unlike anything I have ever seen. At top of the,5/8/21,5/20/21,,,,,,,
https://nuforc.org/sighting/?id=162570,4/7/21 20:50,San Antonio,TX,USA,Light,Witnessed cluster or one large structure traveling from NW to SE over San Antonio Metro. ((Starlink satellitess??)),4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162571,4/7/21 20:45,Prosper,TX,USA,Cigar,((NUFORC Note: Witness provides no information about sighting. PD)),4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=178400,4/7/21 19:23,Fort Belknap Indian Reservation,MT,USA,Cigar,Bright cigar shape craft moving at a little bit of a slow pace,9/21/23,10/28/23,Y,,,,,,
https://nuforc.org/sighting/?id=162578,4/7/21 17:42,Jamesport,NY,USA,Other,Three Spheres connected by a tic tac shaped craft,4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162574,4/7/21 9:10,Tulsa,OK,USA,Other,I was outside on my porch when I saw a string of 50 lights or so crossing over the sky from the northeast. ((Starlink satellites??)),4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162654,4/7/21 4:45,Seattle,WA,USA,Other,Spotlight appeared on the ground and settled on me but as I escaped it disappeared.,4/10/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162555,4/7/21 0:00,Palm Desert,CA,USA,Circle,"April 7 2021 around midnight in area of East Palm desert California in northeast sky an object high up, circular with flashing lights s",4/8/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=163034,4/6/21 21:40,Aberdeen,MS,USA,Formation,"8-10 lights in what seemed to be in a perfectly spaced formation, as they disappeared across the sky.",5/6/21,5/20/21,,,,,,,
https://nuforc.org/sighting/?id=162582,4/6/21 21:00,Winter Park,FL,USA,Triangle,"White lights in a triangle shape, shut off, erratic blinking colored lights appeared as it slowly moved from south to north for about 1",4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162551,4/6/21 21:00,Victoria,BC,Canada,Oval,Witnessed oval shaped light first appear as a shooting star from due south at 50 degrees above horizon heading north. Object changed di,4/9/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162764,4/6/21 12:30,Wichita,KS,USA,,MADAR Node 123,4/19/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162590,4/6/21 1:00,Surprise,AZ,USA,Light,The light has been moving erratically for weeks,4/6/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162584,4/6/21 0:00,New Pekin,IN,USA,Teardrop,5 large silver teardrop-shaped ufos flying away from where I was heading (In a car). Nothing happened to my car afterwards.,4/6/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=163609,4/6/21 0:00,Davie,FL,USA,Cylinder,"Stealthy Object with 3 Orange Reddish Orbs VANISH in clear night sky over Davie, FL, followed by Military Helicopter pursuit!!",6/6/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=162581,4/5/21 23:00,Sisters,OR,USA,Sphere,It was over the Cascades and a round ship with sparks shooting from it and it was i/4 over the crest. No sound. Lookes like a hologram,4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162589,4/5/21 23:00,Bend,OR,USA,Sphere,Large bright light with smaller lights around. No sound,4/6/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=163237,4/5/21 21:37,Presidio,TX,USA,,"A bright, high altitude light--NOT an airliner--moving at constant speed and brightness, then disappearing at same apparent speed.",5/18/21,5/20/21,,,,,,,
https://nuforc.org/sighting/?id=163899,4/5/21 21:04,Independence,OR,USA,Chevron,"My passenger and I were driving backroads in the country heading to Independence, and had noticed a light which was not moving. I notic",7/4/21,8/16/21,,,,,,,
https://nuforc.org/sighting/?id=168590,4/5/21 21:02,Grovetown,GA,USA,Light,2 lights that behaved and moved irregularly in the night sky,6/10/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=162765,4/5/21 20:51,Norwalk,CT,USA,,MADAR Node 103,4/19/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162594,4/5/21 20:25,Lancaster,MA,USA,Disk,There was a flying saucer with flashing lights hovering and the quickly disappeared,4/5/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162593,4/5/21 20:22,Lancaster,MA,USA,Unknown,"Big saucer like figure floating with green blinking lights, just blipped into nothing",4/5/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162585,4/5/21 19:00,Hudson,NC,USA,Circle,Most amazing thing I have ever seen!!!,4/6/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=168218,4/5/21 12:05,Geismar,LA,USA,Unknown,"It's a bit blurry, but if you zoom in, it looks like an oddly shaped metor, but I swear that it had no movement.",5/21/22,6/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=162600,4/5/21 0:30,Magna,UT,USA,Disk,"Disk, Gray Metallic color.",4/5/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=177274,4/4/21 21:57,Racine,WI,USA,Orb,I saw an unusual moving light in the sky.,7/29/23,9/10/23,,,,,,,
https://nuforc.org/sighting/?id=162606,4/4/21 21:53,Quincy,IL,USA,Sphere,Bright white round light moving slowly from west to east sky then disappeared.,4/4/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162603,4/4/21 21:30,Eunice,LA,USA,Cigar,It was seen coming out north north west heading south southwest and then turned and headed East southeast. The craft was bright blu,4/4/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=173436,4/4/21 21:14,Roseville,MI,USA,Triangle,Flying in the sky above the dumpster.,12/16/22,12/22/22,Y,,,,,,
https://nuforc.org/sighting/?id=162605,4/4/21 21:12,Port Charlotte,FL,USA,Chevron,Chevron shaped craft with mirrored exterior traveling from sw to new portion of sky 1000ft above ground. Completely silent.,4/4/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=163711,4/4/21 21:00,Albuquerque (west of),NM,USA,Light,Airborne pilot observed supersonic light/object. ((NUFORC Note: Report from airline captain. PD)),6/15/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=162843,4/4/21 20:30,Gaston,SC,USA,Triangle,"triangular object with red, green and white rapidly flashing lights, apparently stationary, low in the westerly sky after sunset",4/25/21,5/20/21,,,,,,,
https://nuforc.org/sighting/?id=162602,4/4/21 20:20,South Lake Tahoe,CA,USA,Formation,Too round & bright to be a plane; it was quiet; moved slightly erractically; disappeared in a flash,4/4/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162591,4/4/21 20:15,Peoria,AZ,USA,Light,"Bright craft light sighting in Peoria, AZ",4/5/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162595,4/4/21 20:07,Longwood,FL,USA,Other,"Round reflective object flying slowly East to West over Longwood, FL at sunset",4/5/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162610,4/4/21 18:35,Melbourne (Australia),,Australia,Circle,I saw a black steady object in the sky at approx 18:35. It stayed really steady for a few minutes before moving in the sky and disappea,4/4/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=163104,4/4/21 2:50,Center Conway,NH,USA,Light,Two distant lights suddenly move in formation.,5/10/21,5/20/21,,,,,,,
https://nuforc.org/sighting/?id=164233,4/4/21 0:15,Rockville,MD,USA,Other,a formation of four or five lights in a single line parallel to the ground forming one apparent craft,8/4/21,8/16/21,,,,,,,
https://nuforc.org/sighting/?id=162577,4/3/21 14:38,San Leandro,CA,USA,Disk,"Blue UFO comes out of sky over San Leandro, California",4/7/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162760,4/3/21 11:35,Windham,OH,USA,,MADAR Node 55,4/19/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=172431,4/3/21 5:58,Lake Charles,LA,USA,Light,Floating red light,10/22/22,12/22/22,,,,,,,
https://nuforc.org/sighting/?id=162756,4/3/21 5:43,Pine City,NY,USA,,MADAR Node 82,4/19/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162633,4/3/21 5:30,Winnipeg (Canada),MB,Canada,Sphere,Pulsating sphere interaction with a moving object,4/3/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162994,4/3/21 0:00,Tioga,PA,USA,Orb,Noticed it a month ago. And every night since. Yellow glowing orbs rising from the damn. Our town I's built in the shadow of this damn.,5/5/21,5/20/21,,,,,,,
https://nuforc.org/sighting/?id=162695,4/2/21 22:00,Clarkston,MI,USA,Formation,Two instances of a formation of three lights moving rapidly across the sky,4/13/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162613,4/2/21 21:00,Doylestown,PA,USA,,((NUFORC Note: Witness provides no information about sighting; elects to remain totally anonymous. PD)),4/3/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162634,4/2/21 21:00,Arlington,WA,USA,Light,"We saw a huge, green light flash, then move across the sky and dissapear. It was very different than a shoiting star or slow moving sa",4/2/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162636,4/2/21 21:00,Nashville,TN,USA,,Moving object vanishes as airplane approaches,4/2/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162635,4/2/21 20:38,Shoreline,WA,USA,Fireball,Greenish fireball streaking through sky at high velocity,4/2/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=163448,4/2/21 20:35,Lakewood,WA,USA,Changing,green ship like object as well as what appeared to be triangle aircraftS,5/25/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=162637,4/2/21 20:10,Oxford,PA,USA,Oval,Red flying object,4/2/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162759,4/2/21 6:57,Whately,MA,USA,,MADAR Node 67,4/19/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=164730,4/2/21 2:00,Auburn,MA,USA,Triangle,"Bright, fiery orange orb changing to white, green, different shapes and formations. Hovering just above garage and weaving in and out t",9/27/21,10/19/21,,,,,,,
https://nuforc.org/sighting/?id=162614,4/1/21 22:00,Salt Lake City,UT,USA,Circle,"Unusually bright object in West sky.Stationary, it appeared to have some type of light occasionally coming from top. Also had red, blu",4/3/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=163283,4/1/21 22:00,Watsonville,CA,USA,Other,Moon rose in two different spots,5/19/21,5/20/21,,,,,,,
https://nuforc.org/sighting/?id=162639,4/1/21 20:41,Salem,OR,USA,Oval,"UFO moving very slowly above neighborhood, paused nearby above house, moved fast away after, saw two entities in aircraft",4/1/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162609,4/1/21 18:37,Boardman,OR,USA,Triangle,Wormhole event filmed from Boardman OR,4/4/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=162642,4/1/21 15:30,,PA,USA,Circle,I saw a super bright light while digging field drains.,4/1/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=163270,4/1/21 14:00,Watsonville,CA,USA,Cylinder,Saw airplane fly into space midday,5/19/21,5/20/21,,,,,,,
https://nuforc.org/sighting/?id=162645,4/1/21 2:00,Louisville,KY,USA,Circle,So this ships showed up a couple weeks ago. basically theres 3 i can point out every night now cause they go to same general area when,4/1/21,4/23/21,,,,,,,
https://nuforc.org/sighting/?id=163549,5/31/21 22:00,Clinton,NJ,USA,Light,"Unblinking, low-flying, white light",6/1/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163556,5/31/21 21:39,Port allegany,PA,USA,Chevron,Three small flashing objects surrounding a larger object. Erratic movements by smaller objects. Large object was very brightly lit. Obj,5/31/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163482,5/31/21 21:15,Crestline,CA,USA,Circle,"Approximately 50 UFOs were seen traveling at a tremendous speed southward in the night sky over Crestline, California around 9 p.m. on",5/31/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163538,5/31/21 21:15,Wake Forest,NC,USA,Light,I witnessed a very bright light in the sky last night moving east than slowing down and dimming out.,6/1/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163540,5/31/21 20:49,Plymouth,MA,USA,Light,"Lights, white on top, flickering colors on bottom.",6/1/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163558,5/31/21 18:22,Bennington,NE,USA,Light,"We saw about 7 light dots in the sky straight above us. Looked at the starling tracker and it wasn't that. They weren't in a line, bu",5/31/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=168795,5/31/21 18:00,La Vista NE,NE,USA,Other,Silver orb in the sky while we looked towards the East.,6/19/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=163776,5/31/21 18:00,Katy,TX,USA,Light,Brief two second sighting of bright red light traversing the sky at low altitude in a crescent shape trajectory.,6/21/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163550,5/31/21 18:00,Lovingston,VA,USA,Unknown,We were standing in the backyard around 6:00 PM and the blue sky was cloudless. I looked up and clearly saw a silver object flying quit,6/1/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163557,5/31/21 17:00,El Paso,TX,USA,Changing,Two high altitude objects interacting with each other. Hovering. And rotating while in a hover.,5/31/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163545,5/31/21 15:04,Johnson City,TN,USA,Orb,White or metallic orb in sky,6/1/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=168278,5/31/21 14:06,Los Angeles,CA,USA,Light,I record a sighting of a light flashing in going from one direction to another direction in the sky,5/18/22,6/22/22,,,,,,,
https://nuforc.org/sighting/?id=174100,5/31/21 12:00,Sharon,PA,USA,Diamond,Mass amount,1/24/23,3/6/23,,,,,,,
https://nuforc.org/sighting/?id=163481,5/31/21 8:09,Green Valley-Henderson,NV,USA,Rectangle,Three rotating black rectangles with extremely bright green lights at the long ends moving N-to-S in daylight,5/31/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163991,5/31/21 7:20,Jonesboro,AR,USA,,MADAR Node 143,6/20/21,8/16/21,,,,,,,
https://nuforc.org/sighting/?id=163483,5/31/21 5:20,Clearwater,FL,USA,Cigar,"Extremely fast, bright cigar shaped object moving horizontally from south to north. Had a short light trail behind it.",5/31/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163970,5/31/21 1:25,Mt. Vernon,IN,USA,,MADAR Node 119,6/20/21,8/16/21,,,,,,,
https://nuforc.org/sighting/?id=163564,5/31/21 0:06,Fallbrook,CA,USA,Circle,Softball size lighted object with black strap hovering over garden 4ft from my bedroom window.,6/3/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163518,5/30/21 22:20,Irvine,CA,USA,Circle,Six round white objects flying from west to east. Then a single object following in same direction. Moments later another similar obje,5/31/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163522,5/30/21 21:14,Bakersfield,CA,USA,Light,Wormhole in sky with fast moving star objects,5/31/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163560,5/30/21 21:12,Jacksonville,FL,USA,Oval,still craft hangs in sky flashing a sequence of three lights then falls out of the sky and vanishes.,5/31/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163523,5/30/21 20:49,Hemet,CA,USA,Orb,Two yellow/orange lights above East Hemet,5/31/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163524,5/30/21 19:00,Palm Springs,CA,USA,Circle,Notice a light flashing in the mountain. Blue then red. It's wilderness area no roads or homes. Started watching it and began to move f,5/31/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163488,5/30/21 17:06,North Hollywood,CA,USA,Egg,This UAP object was travelling very slow from East to West. This happened directly over the MTA North Hollywood Station located at Lank,5/30/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163619,5/30/21 16:55,Little Rock,AR,USA,Circle,Craft seen in the sky and video taped.,6/5/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163506,5/30/21 12:30,Des Plaines,IL,USA,Orb,"I noticed an orange light in the sky, so I stepped outside to get a better look and to see if I would hear helicopter or an airplane en",5/29/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=176009,5/30/21 12:15,Fabrezan,Languedoc-Roussillon,France,Disk,Groups of orange spinning lights,6/1/23,7/10/23,Y,,,,,,
https://nuforc.org/sighting/?id=163727,5/30/21 7:04,Jonesboro,AR,USA,,MADAR Node 143,6/20/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=170767,5/30/21 1:30,Columbus,OH,USA,Light,We never passed the lights and if it were city lights we would have passed them at some point .. but they sped up. Watch!,7/29/22,9/9/22,,,,,,,
https://nuforc.org/sighting/?id=163501,5/30/21 1:00,Doolin (Ireland),,Ireland,Light,"Two bright objects hovering in the sky over the sea. A falling star fell beside one of the objects and it darted to the left very fast,",5/30/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=163503,5/30/21 0:00,Socal,CA,USA,Formation,There is something going on with the cloud/marine coverage around Mt. Baldy and inland empire area. There is a lot of static and it fee,5/30/21,7/31/21,,,,,,,
https://nuforc.org/sighting/?id=164077,5/30/21 0:00,Minneapolis,MN,USA,Light,"Saw 10 lights appear in the NW ski, one after another. They came down vertically, made a 90 degree turn to the right, and disappeared i",7/16/21,8/16/21,,,,,,,
